Date,Big Cliff-Pool Flow-IN,Big Cliff-Pool Flow-OUT,Big Cliff-Pool Elev,Blue River-Pool Flow-IN,Blue River-Pool Flow-OUT,Blue River-Pool Elev,Cottage Grove-Pool Flow-IN,Cottage Grove-Pool Flow-OUT,Cottage Grove-Pool Elev,Cougar-Pool Flow-IN,Cougar-Pool Flow-OUT,Cougar-Pool Elev,Detroit-Pool Flow-IN,Detroit-Pool Flow-OUT,Detroit-Pool Elev,Dexter-Pool Flow-IN,Dexter-Pool Flow-OUT,Dexter-Pool Elev,Dorena-Pool Flow-IN,Dorena-Pool Flow-OUT,Dorena-Pool Elev,Fall Creek-Pool Flow-IN,Fall Creek-Pool Flow-OUT,Fall Creek-Pool Elev,Fern Ridge-Pool Flow-IN,Fern Ridge-Pool Flow-OUT,Fern Ridge-Pool Elev,Foster-Pool Flow-IN,Foster-Pool Flow-OUT,Foster-Pool Elev,Green Peter-Pool Flow-IN,Green Peter-Pool Flow-OUT,Green Peter-Pool Elev,Hills Creek-Pool Flow-IN,Hills Creek-Pool Flow-OUT,Hills Creek-Pool Elev,Lookout Point-Pool Flow-IN,Lookout Point-Pool Flow-OUT,Lookout Point-Pool Elev
2013-01-09,1611.9444580078125,1611.9444580078125,1197.0,1130.9000244140625,908.8027954101562,1186.085205078125,287.3999938964844,287.3999938964844,750.0,1180.0,1180.0,1532.0,3350.0,1611.9444580078125,1456.2132568359375,3500.178955078125,3500.178955078125,693.0,1204.300048828125,1204.300048828125,770.5,833.7000122070312,822.2694702148438,728.0473022460938,468.9750061035156,468.9750061035156,352.99920654296875,6346.80615234375,6346.80615234375,613.0,4050.0,4050.0,922.0,1550.0,1057.6263427734375,1448.9698486328125,3500.178955078125,3500.178955078125,825.0
2013-01-10,1711.2962646484375,1711.2962646484375,1197.0,820.7000122070312,765.6018676757812,1186.8388671875,313.1000061035156,313.1000061035156,750.0,1040.0,1040.0,1532.0,2870.0,1711.2962646484375,1457.4464111328125,3420.512451171875,3420.512451171875,693.0,1186.0999755859375,1186.0999755859375,770.5,871.4000244140625,750.4129638671875,728.54833984375,492.4779968261719,492.35601806640625,352.9986572265625,5138.48095703125,5138.48095703125,613.0,2800.0,2800.0,922.0,1510.0,1155.466796875,1449.4366455078125,3601.632080078125,3420.512451171875,825.1710815429688
2013-01-11,1587.5308837890625,1587.5308837890625,1197.0,545.5,650.5345458984375,1185.39794921875,287.8999938964844,287.8999938964844,750.0,840.0,840.0,1532.0,2360.0,1587.5308837890625,1458.297607421875,3273.102783203125,3273.102783203125,693.0,957.2000122070312,957.2000122070312,770.5,736.5,668.8086547851562,728.82861328125,458.3710021972656,458.1677551269531,352.998291015625,3806.517822265625,3806.517822265625,613.0,2170.0,2170.0,922.0,1280.0,1230.29150390625,1449.50244140625,3448.3173828125,3273.102783203125,825.3365478515625
2013-01-12,1595.0206298828125,1595.0206298828125,1197.0,479.20001220703125,555.9896850585938,1184.3309326171875,261.3999938964844,261.3999938964844,750.0,760.0,760.0,1532.0,2110.0,1595.0206298828125,1458.8651123046875,3136.36572265625,3136.36572265625,693.0,766.2999877929688,766.2999877929688,770.5,606.7000122070312,593.6057739257812,728.8828735351562,416.2619934082031,416.0045471191406,352.998046875,3498.537841796875,3498.537841796875,613.0,1640.0,1640.0,922.0,1110.0,1240.8277587890625,1449.3294677734375,3186.3798828125,3136.36572265625,825.3837890625
2013-01-13,1556.680419921875,1556.680419921875,1197.0,420.3999938964844,474.1931457519531,1183.5704345703125,238.3000030517578,238.3000030517578,750.0,670.0,670.0,1532.0,1900.0,1556.680419921875,1459.243408203125,2963.7177734375,2963.7177734375,693.0,662.4000244140625,662.4000244140625,770.5,505.6000061035156,532.3704833984375,728.77197265625,383.7590026855469,383.4654541015625,352.9978942871094,2694.2421875,2694.2421875,613.0,1460.0,1460.0,922.0,970.0,1213.0975341796875,1449.0079345703125,2978.283203125,2963.7177734375,825.3975830078125
2013-01-14,1541.1202392578125,1541.1202392578125,1197.0,366.8999938964844,420.49542236328125,1182.8043212890625,215.5,215.5,750.0,580.0,580.0,1532.0,1770.0,1541.1202392578125,1459.49560546875,2825.13916015625,2825.13916015625,693.0,591.2999877929688,591.2999877929688,770.5,443.20001220703125,494.71368408203125,728.5586547851562,360.55902099609375,360.24139404296875,352.997802734375,2403.23046875,2403.23046875,613.0,1190.0,1190.0,922.0,910.0,1155.966064453125,1448.7025146484375,2862.891357421875,2825.13916015625,825.4332275390625
2013-01-15,1437.4134521484375,1437.4134521484375,1197.0,310.6000061035156,394.7969665527344,1181.588134765625,197.89999389648438,197.89999389648438,750.0,580.0,580.0,1532.0,1590.0,1437.4134521484375,1459.6636962890625,2728.89208984375,2728.89208984375,693.0,544.2000122070312,544.2000122070312,770.5,409.8999938964844,477.242431640625,728.2798461914062,338.0610046386719,337.7273254394531,352.9977111816406,2151.003173828125,2151.003173828125,613.0,1190.0,1190.0,922.0,870.0,1067.310791015625,1448.4580078125,2618.422119140625,2728.89208984375,825.328857421875
2013-01-16,1548.275634765625,1548.275634765625,1197.0,313.1000061035156,411.13128662109375,1180.1458740234375,190.6999969482422,190.6999969482422,750.0,580.0,580.0,1532.0,1650.0,1548.275634765625,1459.7757568359375,2705.9404296875,2705.9404296875,693.0,615.2000122070312,615.2000122070312,770.5,419.3999938964844,474.7949523925781,728.0504150390625,324.9640197753906,324.6196594238281,352.9976806640625,2084.96044921875,2084.96044921875,613.0,1020.0,1020.0,922.0,850.0,1054.873779296875,1448.2039794921875,2547.981689453125,2705.9404296875,825.1796875
2013-01-17,1482.183837890625,1482.183837890625,1197.0,343.3999938964844,353.2542724609375,1180.0,193.6999969482422,193.6999969482422,750.0,580.0,580.0,1532.0,1550.0,1482.183837890625,1459.8505859375,2724.017578125,2724.017578125,693.0,772.7999877929688,772.7999877929688,770.5,442.29998779296875,454.4815979003906,728.0,313.7649841308594,313.4134826660156,352.9976501464844,1921.7637939453125,1921.7637939453125,613.0,1040.0,1040.0,922.0,890.0,1032.6959228515625,1448.027099609375,2536.3984375,2724.017578125,825.0025024414062
2013-01-18,1424.7891845703125,1424.7891845703125,1197.0,443.79998779296875,443.79998779296875,1180.0,199.6999969482422,199.6999969482422,750.0,720.0,720.0,1532.0,1470.0,1424.7891845703125,1459.900390625,2662.65478515625,2662.65478515625,693.0,942.0,942.0,770.5,469.8999938964844,469.8999938964844,728.0,305.1659851074219,304.8097229003906,352.99761962890625,2251.897216796875,2251.897216796875,613.0,1060.0,1060.0,922.0,1030.0,1004.3405151367188,1448.058837890625,2660.036865234375,2662.65478515625,825.0
2013-01-19,4602.984375,4602.984375,1197.0,565.0999755859375,565.0999755859375,1180.0,198.0,198.0,750.0,830.0,830.0,1532.0,1540.0,4602.984375,1456.5501708984375,2760.172119140625,2760.172119140625,693.0,991.0999755859375,991.0999755859375,770.5,496.8999938964844,473.1694641113281,728.0982666015625,295.864990234375,295.5055847167969,352.99761962890625,2353.097412109375,2353.097412109375,613.0,1300.0,1300.0,922.0,1130.0,1009.4393920898438,1448.2083740234375,2760.172119140625,2760.172119140625,825.0
2013-01-20,1200.0,1200.0,1197.0,629.7000122070312,629.7000122070312,1180.0,189.0,189.0,750.0,870.0,870.0,1532.0,1650.0,1200.0,1457.02099609375,2829.5361328125,2829.5361328125,693.0,910.4000244140625,910.4000244140625,770.5,470.70001220703125,447.0462951660156,728.1962280273438,282.9670104980469,282.60546875,352.9975891113281,2720.093994140625,2720.093994140625,613.0,1460.0,1460.0,922.0,1180.0,1033.396240234375,1448.39013671875,2858.12646484375,2829.5361328125,825.0269775390625
2013-01-21,1200.0,1200.0,1197.0,605.2999877929688,605.2999877929688,1180.0,180.0,180.0,750.0,860.0,860.0,1532.0,1710.0,1200.0,1457.5830078125,2892.908203125,2892.908203125,693.0,789.5999755859375,789.5999755859375,770.5,426.70001220703125,434.7641906738281,728.162841796875,270.3680114746094,270.00506591796875,352.9975891113281,2491.208251953125,2491.208251953125,613.0,1340.0,1340.0,922.0,1180.0,1062.528076171875,1448.5357666015625,2864.31787109375,2892.908203125,825.0
2013-01-22,1200.0,1200.0,1197.0,545.5999755859375,545.5999755859375,1180.0,173.60000610351562,173.60000610351562,750.0,790.0,790.0,1532.0,1730.0,1200.0,1458.1669921875,2740.95556640625,2740.95556640625,693.0,735.7000122070312,735.7000122070312,770.5,394.79998779296875,434.12005615234375,728.0,273.5660095214844,273.2021484375,352.9975891113281,2436.173095703125,2436.173095703125,613.0,1240.0,1240.0,922.0,1120.0,1085.87109375,1448.5780029296875,2740.95556640625,2740.95556640625,825.0
2013-01-23,1200.0,1200.0,1197.0,560.4000244140625,560.4000244140625,1180.0,208.60000610351562,208.60000610351562,750.0,830.0,830.0,1532.0,1740.0,1200.0,1458.7620849609375,3048.2578125,3048.2578125,693.0,831.2000122070312,831.2000122070312,770.5,410.20001220703125,410.20001220703125,728.0,308.66497802734375,308.30047607421875,352.9975891113281,2351.009765625,2351.009765625,613.0,1280.0,1280.0,922.0,1270.0,1092.6529541015625,1448.7978515625,3048.2578125,3048.2578125,825.0
2013-01-24,1455.53125,1455.53125,1197.0,677.5,677.5,1180.0,298.79998779296875,298.79998779296875,750.0,890.0,890.0,1532.0,1830.0,1455.53125,1459.1746826171875,3152.997802734375,3152.997802734375,693.0,1153.699951171875,1153.699951171875,770.5,485.20001220703125,485.20001220703125,728.0,380.4649963378906,380.1000671386719,352.9975891113281,2681.091796875,2681.091796875,613.0,1370.0,1370.0,922.0,1650.0,1127.8939208984375,1449.4747314453125,3152.997802734375,3152.997802734375,825.0
2013-01-25,2220.354248046875,2220.354248046875,1197.0,1083.0,1000.0,1181.2252197265625,474.79998779296875,474.79998779296875,750.0,1320.0,1320.0,1532.0,2470.0,2220.354248046875,1459.4498291015625,3914.38671875,3914.38671875,693.0,1858.5999755859375,1500.0,771.849853515625,905.9000244140625,905.9000244140625,728.0,465.572998046875,465.2077941894531,352.9975891113281,4114.388671875,4114.388671875,613.0,2560.0,2560.0,922.0,2200.0,1236.3990478515625,1450.7021484375,3914.38671875,3914.38671875,825.0
2013-01-26,3123.569580078125,3123.569580078125,1197.0,1441.0,1012.2520751953125,1187.250244140625,698.0,500.0,751.270751953125,1770.0,1770.0,1532.0,3290.0,3123.569580078125,1459.6331787109375,5193.65966796875,5193.65966796875,693.0,2677.199951171875,1692.8363037109375,775.3873291015625,1534.5,1534.5,728.0,579.9879760742188,579.6226196289062,352.9975891113281,5900.498046875,5900.498046875,613.0,3200.0,3200.0,922.0,2930.0,1433.1396484375,1452.52490234375,5430.5439453125,5193.65966796875,825.2237548828125
2013-01-27,2479.04638671875,2479.04638671875,1197.0,924.0999755859375,1026.85205078125,1185.848876953125,589.0999755859375,754.1526489257812,750.2142333984375,1370.0,1370.0,1532.0,2590.0,2479.04638671875,1459.7554931640625,4400.0,4400.0,693.0,2006.300048828125,2198.1865234375,774.7071533203125,1389.0999755859375,1389.0999755859375,728.0,670.0130004882812,669.6475219726562,352.9975891113281,4436.845703125,4436.845703125,613.0,2260.0,2260.0,922.0,2270.0,1725.3240966796875,1453.1705322265625,4952.79345703125,4400.0,825.745849609375
2013-01-28,2316.03076171875,2316.03076171875,1197.0,769.7999877929688,976.6013793945312,1182.9495849609375,662.2000122070312,542.8525390625,750.9904174804688,1200.0,1200.0,1532.0,2390.0,2316.03076171875,1459.8370361328125,4400.0,4400.0,693.0,2094.10009765625,2101.02197265625,774.6827392578125,1868.0,1868.0,728.0,623.93798828125,623.5723876953125,352.9975891113281,4704.583984375,4704.583984375,613.0,2250.0,2250.0,922.0,1980.0,1828.7984619140625,1453.35791015625,5172.4326171875,4400.0,826.4754028320312
2013-01-29,2640.687255859375,2640.687255859375,1197.0,849.7000122070312,722.7869262695312,1184.744873046875,827.5,698.0802612304688,751.7832641601562,1310.0,1310.0,1532.0,2690.0,2640.687255859375,1459.891357421875,4400.0,4400.0,693.0,2799.10009765625,2097.538330078125,777.0932006835938,2909.199951171875,2000.0,731.6487426757812,587.6699829101562,587.3043212890625,352.9975891113281,7851.10595703125,7851.10595703125,613.0,3360.0,3360.0,922.0,2160.0,1858.843994140625,1453.731201171875,6251.873046875,4400.0,828.21435546875
2013-01-30,2797.124755859375,2797.124755859375,1197.0,876.0999755859375,541.3909912109375,1189.2674560546875,797.4000244140625,652.7699584960938,752.6297607421875,1150.0,1150.0,1532.0,2830.0,2797.124755859375,1459.927490234375,4400.0,4400.0,693.0,3003.60009765625,2441.88720703125,778.9501342773438,2728.800048828125,1716.6986083984375,735.263671875,547.3900146484375,547.0243530273438,352.9975891113281,6837.1123046875,6837.1123046875,613.0,3130.0,3130.0,922.0,2000.0,1918.687255859375,1453.83203125,5938.92333984375,4400.0,829.601806640625
2013-01-31,3127.66748046875,3127.66748046875,1197.0,849.4000244140625,386.03131103515625,1195.113525390625,624.7999877929688,531.6024780273438,753.1571044921875,1060.0,1060.0,1532.0,2780.0,3127.66748046875,1459.54443359375,3399.470458984375,3399.470458984375,693.0,2377.699951171875,2578.601318359375,778.2859497070312,1842.5,1248.81396484375,737.3489990234375,501.2060241699219,500.84033203125,352.9975891113281,5960.00341796875,5960.00341796875,613.0,2960.0,2960.0,922.0,1830.0,1549.9986572265625,1454.17919921875,5259.021484375,3399.470458984375,831.2783203125
2013-02-01,2091.940673828125,2091.940673828125,1197.0,735.2999877929688,298.1995544433594,1200.244140625,502.20001220703125,439.0470275878906,753.4993286132812,980.0,3000.0,1524.7867431640625,2640.0,2091.940673828125,1460.1405029296875,2414.7080078125,2414.7080078125,693.0,1902.4000244140625,2113.234375,777.5889892578125,1375.199951171875,878.3165283203125,738.8499145507812,468.9749755859375,468.6092529296875,352.99658203125,5736.18505859375,5609.1220703125,613.280029296875,3180.0,3180.0,922.0,1590.0,944.5582885742188,1454.979248046875,4311.50634765625,2414.7080078125,832.9884643554688
2013-02-02,1340.6973876953125,1340.6973876953125,1197.0,679.5,233.72494506835938,1205.1324462890625,425.29998779296875,368.28839111328125,753.8082885742188,950.0,2257.5,1520.0,2370.0,1340.6973876953125,1461.22705078125,1708.219482421875,1708.219482421875,693.0,1643.199951171875,1712.6971435546875,777.3592529296875,1167.0999755859375,610.859619140625,740.6637573242188,429.00799560546875,50.0,353.68212890625,2435.9208984375,2308.88525390625,613.5599975585938,2180.0,50.0,924.0594482421875,1550.0,516.9234008789062,1456.197509765625,3551.0791015625,1708.219482421875,834.5781860351562
2013-02-03,1050.0,1050.0,1197.0,738.2000122070312,199.8368377685547,1210.62548828125,390.79998779296875,310.669189453125,754.2293701171875,940.0,940.0,1520.0,2430.0,1050.0,1462.7083740234375,1200.134033203125,1200.134033203125,693.0,1468.199951171875,1429.94287109375,777.4857177734375,1043.800048828125,434.4753723144531,742.5113525390625,386.1520080566406,50.0,354.2345886230469,2026.623291015625,1899.56005859375,613.8400268554688,1900.0,50.0,925.7700805664062,1470.0,400.0,1457.4931640625,3074.902587890625,1200.134033203125,836.1949462890625
2013-02-04,1050.0,1050.0,1197.0,718.2000122070312,199.92300415039062,1215.447998046875,361.79998779296875,264.62249755859375,754.7274780273438,920.0,920.0,1520.0,2240.0,1050.0,1463.9505615234375,1200.0,1200.0,693.0,1242.800048828125,1209.9619140625,777.5942993164062,952.2000122070312,308.52056884765625,744.5479125976562,373.1239929199219,50.0,354.70770263671875,1932.2911376953125,1809.7974853515625,614.1099853515625,1790.0,50.0,927.38427734375,1390.0,400.0,1458.688720703125,2904.304931640625,1200.0,837.6370239257812
2013-02-05,1050.0,1050.0,1197.0,744.4000244140625,176.63192749023438,1220.3992919921875,332.0,230.3099365234375,755.2352905273438,960.0,960.0,1520.0,2300.0,1050.0,1465.269775390625,1200.0,1200.0,693.0,1148.5,1017.5745849609375,778.027099609375,927.7000122070312,203.20254516601562,746.74365234375,420.6080017089844,50.0,355.20501708984375,1598.846923828125,1471.78369140625,614.3900146484375,1790.0,50.0,928.9530639648438,1390.0,400.0,1459.862060546875,2848.51025390625,1200.0,838.9993896484375
2013-02-06,1050.0,1050.0,1197.0,769.7999877929688,974.5528564453125,1218.8687744140625,307.70001220703125,204.02906799316406,755.738037109375,900.0,900.0,1520.0,2540.0,1050.0,1466.8636474609375,1350.0,1350.0,693.0,1072.5,837.883056640625,778.8026733398438,891.0,113.58119201660156,749.104248046875,484.8949890136719,50.0,355.72650146484375,1761.6934814453125,1634.6578369140625,614.6699829101562,2430.0,50.0,931.0988159179688,1370.0,1777.6273193359375,1459.386474609375,2988.027099609375,1350.0,840.3531494140625
2013-02-07,1050.0,1050.0,1197.0,729.0,50.0,1224.6025390625,298.5,178.65740966796875,756.301513671875,880.0,880.0,1520.0,2120.0,1050.0,1467.931640625,1350.0,1350.0,693.0,935.2999877929688,683.7522583007812,779.63427734375,806.7999877929688,50.0,751.3766479492188,481.6929931640625,50.0,356.2065124511719,1707.728515625,1580.665283203125,614.9500122070312,2050.0,50.0,932.8627319335938,1290.0,400.0,1460.4249267578125,3474.26416015625,1350.0,842.1043701171875
2013-02-08,1050.0,1050.0,1197.0,612.7999877929688,50.0,1229.1226806640625,289.0,155.15672302246094,756.9146118164062,800.0,800.0,1520.0,2120.0,1050.0,1469.0450439453125,1350.0,1350.0,693.0,781.0,586.4337768554688,780.23779296875,716.7999877929688,50.0,753.4088745117188,428.5989990234375,50.0,356.59039306640625,1557.4615478515625,1430.4259033203125,615.22998046875,1700.0,50.0,934.3291625976562,1150.0,400.0,1461.2999267578125,2936.149169921875,1350.0,843.36279296875
2013-02-09,1050.0,1050.0,1197.0,509.0,50.0,1232.7362060546875,262.3999938964844,132.80311584472656,757.4815673828125,710.0,710.0,1520.0,2150.0,1050.0,1470.193359375,1350.0,1350.0,693.0,679.0,498.9152526855469,780.7481079101562,621.0,50.0,755.02685546875,404.99700927734375,50.0,356.9501647949219,1344.942626953125,1217.87939453125,615.510009765625,1620.0,50.0,935.68310546875,1070.0,400.0,1462.0816650390625,2243.1171875,1350.0,844.0714111328125
2013-02-10,1050.0,1050.0,1197.0,420.0,50.0,1235.2703857421875,244.10000610351562,114.19866943359375,758.0430297851562,680.0,680.0,1520.0,1870.0,1050.0,1471.046875,1350.0,1350.0,693.0,695.2999877929688,425.3055114746094,781.5986328125,540.2000122070312,50.0,756.3638305664062,383.9850158691406,50.0,357.2490539550781,1159.2581787109375,1036.73681640625,615.780029296875,1370.0,50.0,936.8214111328125,990.0,400.0,1462.77001953125,2165.66552734375,1350.0,844.7185668945312
2013-02-11,1050.0,1050.0,1197.0,381.20001220703125,50.0,1237.79345703125,225.10000610351562,97.97694396972656,758.566162109375,620.0,620.0,1520.0,1680.0,1050.0,1471.671630859375,1350.0,1350.0,693.0,629.4000244140625,367.3359680175781,782.3985595703125,473.1000061035156,50.0,757.4718627929688,362.1600036621094,50.0,357.5218811035156,1090.4747314453125,963.4391479492188,616.0599975585938,1170.0,50.0,937.7544555664062,920.0,400.0,1463.376708984375,1998.4305419921875,1350.0,845.2330322265625
2013-02-12,1050.0,1050.0,1197.0,353.5,50.0,1239.800048828125,213.1999969482422,82.89842224121094,759.0972900390625,590.0,590.0,1520.0,1660.0,1050.0,1472.276611328125,1350.0,1350.0,693.0,582.0999755859375,334.9543762207031,783.0988159179688,443.1000061035156,50.0,758.5125122070312,341.333984375,50.0,357.7763671875,1055.988037109375,928.9247436523438,616.3400268554688,1170.0,50.0,938.7096557617188,880.0,400.0,1463.936767578125,1952.951171875,1350.0,845.7113647460938
2013-02-13,1050.0,1050.0,1197.0,356.5,50.0,1241.8265380859375,201.0,69.9351577758789,759.6100463867188,580.0,580.0,1520.0,1810.0,1050.0,1473.031982421875,1350.0,1350.0,693.0,554.9000244140625,308.38934326171875,783.79736328125,428.5,50.0,759.5153198242188,313.9049987792969,50.0,358.00579833984375,1012.2689819335938,885.2333984375,616.6199951171875,1280.0,50.0,939.73828125,840.0,400.0,1464.4251708984375,1771.392822265625,1350.0,846.0439453125
2013-02-14,1050.0,1050.0,1197.0,342.6000061035156,50.0,1243.7611083984375,189.0,61.54887390136719,760.1041259765625,570.0,570.0,1520.0,1870.0,1050.0,1473.887939453125,1350.0,1350.0,693.0,550.0,284.86572265625,784.6400146484375,397.29998779296875,50.0,760.43701171875,302.3690185546875,50.0,358.19677734375,1019.926025390625,892.8627319335938,616.9000244140625,1270.0,50.0,940.74658203125,800.0,400.0,1464.865966796875,1891.867431640625,1350.0,846.4573364257812
2013-02-15,1050.0,1050.0,1197.0,384.6000061035156,50.0,1245.9732666015625,182.6999969482422,52.58675003051758,760.5919799804688,580.0,580.0,1520.0,1910.0,1050.0,1474.7464599609375,1350.0,1350.0,693.0,548.7000122070312,277.2869567871094,785.4029541015625,420.79998779296875,50.0,761.3563232421875,293.426025390625,50.0,358.38092041015625,1013.677978515625,887.6609497070312,617.1599731445312,1360.0,50.0,941.8292236328125,850.0,400.0,1465.383056640625,1882.507568359375,1350.0,846.8635864257812
2013-02-16,1050.0,1050.0,1197.0,436.0,50.0,1248.525390625,178.89999389648438,50.0,761.0729370117188,630.0,630.0,1520.0,2000.0,1050.0,1475.6885986328125,1350.0,1350.0,693.0,575.0999755859375,249.88307189941406,786.2391967773438,409.29998779296875,50.0,762.2471313476562,269.87701416015625,50.0,358.5470275878906,1041.2490234375,915.2073364257812,617.4099731445312,1370.0,50.0,942.9201049804688,880.0,400.0,1465.943115234375,1932.862060546875,1350.0,847.3082275390625
2013-02-17,1050.0,1050.0,1197.0,406.70001220703125,50.0,1250.5504150390625,172.3000030517578,215.4445037841797,760.9135131835938,610.0,610.0,1520.0,1960.0,1050.0,1476.591064453125,1350.0,1350.0,693.0,562.0999755859375,202.78555297851562,787.25732421875,436.1000061035156,50.0,763.2044067382812,273.8269958496094,50.0,358.7161560058594,1073.22802734375,947.1863403320312,617.6599731445312,1290.0,50.0,943.9448852539062,810.0,400.0,1466.3980712890625,1912.0771484375,1350.0,847.7369995117188
