Date,Big Cliff-Pool Flow-IN,Big Cliff-Pool Flow-OUT,Big Cliff-Pool Elev,Blue River-Pool Flow-IN,Blue River-Pool Flow-OUT,Blue River-Pool Elev,Cottage Grove-Pool Flow-IN,Cottage Grove-Pool Flow-OUT,Cottage Grove-Pool Elev,Cougar-Pool Flow-IN,Cougar-Pool Flow-OUT,Cougar-Pool Elev,Detroit-Pool Flow-IN,Detroit-Pool Flow-OUT,Detroit-Pool Elev,Dexter-Pool Flow-IN,Dexter-Pool Flow-OUT,Dexter-Pool Elev,Dorena-Pool Flow-IN,Dorena-Pool Flow-OUT,Dorena-Pool Elev,Fall Creek-Pool Flow-IN,Fall Creek-Pool Flow-OUT,Fall Creek-Pool Elev,Fern Ridge-Pool Flow-IN,Fern Ridge-Pool Flow-OUT,Fern Ridge-Pool Elev,Foster-Pool Flow-IN,Foster-Pool Flow-OUT,Foster-Pool Elev,Green Peter-Pool Flow-IN,Green Peter-Pool Flow-OUT,Green Peter-Pool Elev,Hills Creek-Pool Flow-IN,Hills Creek-Pool Flow-OUT,Hills Creek-Pool Elev,Lookout Point-Pool Flow-IN,Lookout Point-Pool Flow-OUT,Lookout Point-Pool Elev
2013-10-20,3349.84716796875,3349.84716796875,1197.0,66.4000015258789,586.6726684570312,1278.9200439453125,26.5,262.0795593261719,762.1400146484375,360.0,813.3924560546875,1546.970458984375,950.0,3349.84716796875,1472.650390625,4715.00048828125,4715.00048828125,693.0,97.5,633.9155883789062,789.030029296875,79.4000015258789,932.3577270507812,774.7884521484375,-7.2990007400512695,796.7536010742188,366.6099853515625,2295.57666015625,2567.350830078125,627.469970703125,250.0,1736.150146484375,942.8598022460938,380.0,1278.489990234375,1502.8399658203125,1855.0555419921875,4715.00048828125,842.4061889648438
2013-10-21,3319.84716796875,3319.84716796875,1197.0,85.4000015258789,609.74072265625,1276.6400146484375,24.5,262.4324951171875,761.280029296875,380.0,833.3924560546875,1545.4716796875,920.0,3319.84716796875,1470.23193359375,4645.30615234375,4645.30615234375,693.0,119.0,657.9573974609375,787.6500244140625,101.5999984741211,954.5577392578125,772.9962158203125,3.5970001220703125,838.1256713867188,366.3299865722656,2096.140380859375,2366.87158203125,626.97998046875,280.0,1695.3267822265625,941.6901245117188,410.0,1330.5595703125,1502.010009765625,1785.3614501953125,4645.30615234375,840.0595092773438
2013-10-22,3329.84716796875,3329.84716796875,1197.0,78.0,599.8297119140625,1274.5699462890625,23.700000762939453,260.8010559082031,760.4000244140625,320.0,773.3924560546875,1543.9727783203125,930.0,3329.84716796875,1467.7403564453125,4626.310546875,4626.310546875,693.0,98.19999694824219,634.6401977539062,786.1300048828125,114.0999984741211,967.0577392578125,771.116455078125,-20.217998504638672,844.7972412109375,366.0400085449219,2156.89208984375,2429.131103515625,626.4400024414062,250.0,1656.3370361328125,940.52783203125,360.0,1247.387451171875,1501.2099609375,1766.365966796875,4626.310546875,837.6959228515625
2013-10-23,3249.84716796875,3249.84716796875,1197.0,83.0999984741211,607.4099731445312,1272.2900390625,21.200000762939453,258.2530517578125,759.489990234375,360.0,813.3924560546875,1542.3687744140625,850.0,3249.84716796875,1465.233642578125,4653.41943359375,4653.41943359375,693.0,98.4000015258789,665.5936279296875,784.6099853515625,110.5,963.4577026367188,769.2366333007812,4.357000350952148,794.1441650390625,365.75,2000.9632568359375,2268.186279296875,625.9099731445312,200.0,1617.594970703125,939.3562622070312,420.0,1298.70361328125,1500.3900146484375,1793.4744873046875,4653.41943359375,835.2598266601562
2013-10-24,3239.84716796875,3239.84716796875,1197.0,67.0,588.8174438476562,1270.02001953125,23.399999618530273,260.4367980957031,758.5399780273438,300.0,753.3924560546875,1540.8084716796875,840.0,3239.84716796875,1462.716064453125,4624.43310546875,4624.43310546875,693.0,134.0,643.1978759765625,783.0800170898438,79.0,931.9577026367188,767.2457275390625,-5.157000541687012,800.0059204101562,365.45001220703125,2056.7333984375,2303.770263671875,625.4199829101562,250.0,1578.542724609375,938.22607421875,350.0,1284.203857421875,1499.530029296875,1764.4881591796875,4624.43310546875,832.7840576171875
2013-10-25,3229.84716796875,3229.84716796875,1197.0,95.0,616.8051147460938,1267.550048828125,27.200000762939453,262.1038513183594,757.5499877929688,320.0,773.3924560546875,1539.171630859375,830.0,3229.84716796875,1460.158203125,4592.8994140625,4592.8994140625,693.0,97.0,632.4339599609375,781.489990234375,105.9000015258789,958.8577270507812,765.1616821289062,-11.581998825073242,821.1528930664062,365.1400146484375,2098.26806640625,2354.3857421875,624.9199829101562,120.0,1540.868896484375,937.0423583984375,400.0,1369.0252685546875,1498.6400146484375,1732.9547119140625,4592.8994140625,830.2056274414062
2013-10-26,3249.84716796875,3249.84716796875,1197.0,94.5999984741211,618.4483642578125,1265.0899658203125,29.100000381469727,267.15673828125,756.489990234375,230.0,683.3924560546875,1537.572998046875,850.0,3249.84716796875,1457.5224609375,4643.4619140625,4643.4619140625,693.0,78.0999984741211,615.5372314453125,779.8800048828125,105.80000305175781,958.7577514648438,763.046875,2.692999839782715,826.7117919921875,364.82000732421875,2084.858642578125,2384.3212890625,624.3800048828125,70.0,1501.4124755859375,935.809814453125,350.0,1338.2147216796875,1497.719970703125,1783.5172119140625,4643.4619140625,827.609375
2013-10-27,3249.84716796875,3249.84716796875,1197.0,114.19999694824219,636.509765625,1262.5,29.399999618530273,266.27655029296875,755.3699951171875,280.0,733.3924560546875,1535.9744873046875,850.0,3249.84716796875,1454.8780517578125,4806.55712890625,4806.55712890625,693.0,92.9000015258789,631.35888671875,778.0999755859375,99.19999694824219,952.15771484375,760.93212890625,-27.55299949645996,793.8038330078125,364.489990234375,2045.0538330078125,2336.451416015625,623.8400268554688,120.0,1460.3265380859375,934.6539306640625,420.0,1419.66796875,1496.81005859375,1946.6121826171875,4806.55712890625,824.9081420898438
2013-10-28,3259.84716796875,3259.84716796875,1197.0,132.39999389648438,654.7097778320312,1259.6600341796875,30.600000381469727,266.8882141113281,754.1799926757812,290.0,743.3924560546875,1534.1759033203125,860.0,3259.84716796875,1452.1884765625,4783.3759765625,4783.3759765625,693.0,71.0,606.4124145507812,776.3300170898438,133.1999969482422,986.15771484375,758.6923828125,5.401000022888184,852.2657470703125,364.1499938964844,2099.629150390625,2371.89892578125,623.2999877929688,110.0,1421.797607421875,933.5009765625,390.0,1321.7052001953125,1495.9300537109375,1923.43115234375,4783.3759765625,822.167236328125
2013-10-29,3249.84716796875,3249.84716796875,1197.0,116.80000305175781,639.1343994140625,1256.8199462890625,25.5,262.48291015625,752.9000244140625,280.0,733.3924560546875,1532.5772705078125,850.0,3249.84716796875,1449.447265625,4657.93896484375,4657.93896484375,693.0,91.9000015258789,619.2197875976562,774.4832763671875,1544.800048828125,2397.7578125,756.4525756835938,22.93400001525879,834.890380859375,363.79998779296875,1929.265625,2196.4580078125,622.77001953125,90.0,1383.365478515625,932.3638305664062,370.0,1344.0965576171875,1495.010009765625,1797.994384765625,4657.93896484375,819.3309326171875
2013-10-30,3159.84716796875,3159.84716796875,1197.0,122.0,646.3284301757812,1253.9599609375,24.200000762939453,191.17446899414062,751.9334106445312,280.0,733.3924560546875,1530.8155517578125,760.0,3159.84716796875,1446.6473388671875,4664.77783203125,4664.77783203125,693.0,69.5999984741211,433.6465148925781,773.184814453125,6375.10009765625,4002.04931640625,762.586181640625,6.566999912261963,817.87060546875,363.42999267578125,1921.194091796875,2193.4638671875,622.22998046875,60.0,1345.46044921875,931.221435546875,400.0,1374.0965576171875,1494.0899658203125,1804.8328857421875,4664.77783203125,816.4154052734375
2013-10-31,3199.84716796875,3199.84716796875,1197.0,111.0,633.31591796875,1250.8399658203125,23.700000762939453,144.08297729492188,751.1964111328125,240.0,693.3924560546875,1529.3167724609375,800.0,3199.84716796875,1443.8377685546875,4599.45654296875,4599.45654296875,693.0,56.099998474121094,335.69769287109375,772.1650390625,7662.0,4077.374267578125,771.0877075195312,11.616000175476074,845.5184936523438,363.04998779296875,1897.7109375,2169.94970703125,621.6900024414062,90.0,1307.3802490234375,930.1238403320312,330.0,1251.1072998046875,1493.219970703125,1739.511474609375,4599.45654296875,813.4298095703125
2013-11-01,3159.84716796875,3159.84716796875,1197.0,145.6999969482422,668.0159301757812,1247.719970703125,27.200000762939453,122.22198486328125,750.5906982421875,300.0,753.3924560546875,1527.6512451171875,760.0,3159.84716796875,1440.9251708984375,4595.322265625,4595.322265625,693.0,62.5,335.8984375,771.147216796875,2344.699951171875,3745.05712890625,767.8904418945312,-7.206000328063965,806.8025512695312,362.6499938964844,5467.95947265625,5740.19873046875,621.1500244140625,10.0,4760.0,925.7958984375,380.0,1343.369384765625,1492.31005859375,1735.3773193359375,4595.322265625,810.3389892578125
2013-11-02,3499.84716796875,3499.84716796875,1197.0,194.60000610351562,717.9190673828125,1244.260009765625,49.900001525878906,107.24799346923828,750.2177734375,350.0,803.3924560546875,1525.98583984375,1100.0,3499.84716796875,1437.9501953125,4946.8056640625,4946.8056640625,693.0,139.8000030517578,310.28857421875,770.5,201.5,2322.97607421875,762.7418823242188,31.595001220703125,896.1311645507812,362.2200012207031,5812.869140625,6083.61572265625,620.5700073242188,470.0,4760.0,921.7342529296875,490.0,1403.0635986328125,1491.4200439453125,2086.860595703125,4946.8056640625,807.1507568359375
2013-11-03,3579.84716796875,3579.84716796875,1197.0,234.5,756.3051147460938,1240.81005859375,78.5,96.26532745361328,750.1022338867188,410.0,863.3924560546875,1524.3843994140625,1180.0,3579.84716796875,1434.9127197265625,5277.423828125,5277.423828125,693.0,336.29998779296875,336.29998779296875,770.5,380.29998779296875,1966.634765625,758.683837890625,17.48200035095215,839.7796020507812,361.7900085449219,5781.68994140625,6055.470703125,619.969970703125,450.0,4760.0,917.5465698242188,560.0,1491.7236328125,1490.52001953125,2417.47900390625,5277.423828125,803.8228149414062
2013-11-04,3539.84716796875,3539.84716796875,1197.0,244.10000610351562,767.4375610351562,1237.3499755859375,77.30000305175781,93.02232360839844,750.0,390.0,843.3924560546875,1522.7857666015625,1140.0,3539.84716796875,1431.8001708984375,5111.033203125,5111.033203125,693.0,372.6000061035156,372.6000061035156,770.5,406.0,1797.0665283203125,754.9827270507812,-4.034999847412109,828.5050048828125,361.3299865722656,5899.65380859375,6171.89306640625,619.4299926757812,640.0,4760.0,913.3795776367188,530.0,1483.9285888671875,1489.5999755859375,2251.088134765625,5111.033203125,800.391357421875
2013-11-05,3859.84716796875,3859.84716796875,1197.0,425.29998779296875,948.1082763671875,1233.56005859375,74.30000305175781,74.30000305175781,750.0,690.0,1143.3924560546875,1520.9893798828125,1460.0,3859.84716796875,1428.6002197265625,5406.27587890625,5406.27587890625,693.0,535.5999755859375,535.5999755859375,770.5,544.0999755859375,1854.676513671875,751.1262817382812,5.743000030517578,835.3252563476562,360.8599853515625,6187.02978515625,6458.265625,618.8800048828125,1300.0,4760.0,909.767578125,610.0,1517.524658203125,1488.699951171875,2546.3310546875,5406.27587890625,796.845947265625
2013-11-06,4319.84716796875,4319.84716796875,1197.0,593.4000244140625,1115.734375,1229.43994140625,98.80000305175781,98.80000305175781,750.0,920.0,1373.3924560546875,1519.388671875,1920.0,4319.84716796875,1425.2716064453125,6093.36962890625,6093.36962890625,693.0,853.2000122070312,853.2000122070312,770.5,753.0999755859375,2063.676513671875,747.148193359375,37.115997314453125,866.8099975585938,360.3599853515625,6764.84033203125,7037.0791015625,618.280029296875,1620.0,4760.0,906.3843994140625,760.0,1656.416015625,1487.8199462890625,3233.4248046875,6093.36962890625,793.12060546875
2013-11-07,4879.84716796875,4879.84716796875,1197.0,583.5,1105.81591796875,1225.3199462890625,167.89999389648438,167.89999389648438,750.0,1180.0,1633.3924560546875,1517.590087890625,2480.0,4879.84716796875,1421.87158203125,6625.30078125,6625.30078125,693.0,1016.4000244140625,1016.4000244140625,770.5,877.5999755859375,2188.176513671875,743.1490478515625,94.4010009765625,939.8380737304688,359.8299865722656,6583.01904296875,6856.279296875,617.7100219726562,1770.0,4760.0,903.055419921875,1010.0,1978.9268798828125,1486.9000244140625,3765.356201171875,6625.30078125,789.22021484375
2013-11-08,4969.84716796875,4969.84716796875,1197.0,605.7000122070312,1092.32861328125,1221.15380859375,232.39999389648438,232.39999389648438,750.0,1280.0,1733.3924560546875,1515.991455078125,2570.0,4969.84716796875,1418.400146484375,7370.70361328125,7370.70361328125,693.0,1301.199951171875,1301.199951171875,770.5,1081.699951171875,2392.276611328125,738.9856567382812,66.06600189208984,897.4839477539062,359.260009765625,6975.029296875,7247.298828125,617.1699829101562,1770.0,4760.0,899.62890625,1170.0,2047.2451171875,1486.030029296875,4510.7587890625,7370.70361328125,785.0274658203125
2013-11-09,4479.84716796875,4479.84716796875,1197.0,334.6000061035156,893.6063842773438,1216.1099853515625,137.5,137.5,750.0,1040.0,1493.3924560546875,1514.19287109375,2080.0,4479.84716796875,1414.769287109375,6941.47998046875,6941.47998046875,693.0,695.9000244140625,695.9000244140625,770.5,654.7000122070312,1965.276611328125,734.6507568359375,81.322998046875,905.3565673828125,358.6600036621094,6395.484375,6667.20947265625,616.5900268554688,1240.0,4760.0,895.4920654296875,870.0,1797.7109375,1485.1099853515625,4081.53515625,6941.47998046875,780.6359252929688
2013-11-10,4109.84716796875,4109.84716796875,1197.0,229.6999969482422,751.4560546875,1211.4200439453125,101.5999984741211,101.5999984741211,750.0,950.0,1403.3924560546875,1512.394287109375,1710.0,4109.84716796875,1411.1077880859375,5939.84521484375,5939.84521484375,693.0,445.8999938964844,445.8999938964844,770.5,458.6000061035156,1769.1766357421875,729.7819213867188,72.08799743652344,935.5870361328125,358.0,6325.4130859375,6593.1376953125,616.0,910.0,4760.0,890.7193603515625,740.0,1626.8704833984375,1484.18994140625,3079.900634765625,5939.84521484375,775.8253784179688
2013-11-11,3939.84716796875,3939.84716796875,1197.0,140.1999969482422,654.5865478515625,1206.239990234375,83.5999984741211,83.5999984741211,750.0,770.0,1223.3924560546875,1510.595703125,1540.0,3939.84716796875,1407.2333984375,5388.265625,5388.265625,693.0,362.70001220703125,362.70001220703125,770.5,351.3999938964844,1661.9765625,723.82275390625,93.24500274658203,922.0518798828125,357.2699890136719,6036.64501953125,6308.8837890625,615.4000244140625,660.0,4760.0,885.4791870117188,650.0,1527.638916015625,1483.31005859375,2528.320556640625,5388.265625,770.6178588867188
2013-11-12,3779.84716796875,3779.84716796875,1197.0,105.5999984741211,629.7213745117188,1200.550048828125,75.80000305175781,75.80000305175781,750.0,800.0,1253.3924560546875,1508.797119140625,1380.0,3779.84716796875,1403.35009765625,5407.65625,5407.65625,693.0,297.5,297.5,770.5,287.1000061035156,1597.6766357421875,715.333251953125,116.6969985961914,942.946533203125,356.4700012207031,6019.71337890625,6291.97998046875,614.7999877929688,610.0,4760.0,879.8480834960938,640.0,1547.524658203125,1482.4100341796875,2547.711181640625,5407.65625,764.7169189453125
2013-11-13,3679.84716796875,3679.84716796875,1197.0,101.0999984741211,626.0985107421875,1194.3699951171875,67.0999984741211,67.0999984741211,750.0,740.0,1193.3924560546875,1506.9981689453125,1280.0,3679.84716796875,1399.236328125,5433.00634765625,5433.00634765625,693.0,243.8000030517578,243.8000030517578,770.5,237.3000030517578,1547.8765869140625,704.124267578125,77.41999816894531,911.956298828125,355.54998779296875,5794.841796875,6067.08056640625,614.2000122070312,570.0,4760.0,873.8403930664062,610.0,1492.8209228515625,1481.510009765625,2573.0615234375,5433.00634765625,757.9657592773438
2013-11-14,3539.84716796875,3539.84716796875,1197.0,98.0999984741211,531.763427734375,1188.8585205078125,58.900001525878906,58.900001525878906,750.0,750.0,1203.3924560546875,1505.0,1140.0,3539.84716796875,1395.0,5281.78662109375,5281.78662109375,693.0,217.0,217.0,770.5,200.89999389648438,1511.4765625,680.0,64.64399719238281,646.8475341796875,354.8149108886719,5834.89697265625,6107.16357421875,613.5999755859375,460.0,4760.0,867.3443603515625,550.0,1402.559814453125,1480.6199951171875,2421.841796875,5281.78662109375,750.0
2013-11-15,1200.0,1200.0,1197.0,148.60000610351562,468.408935546875,1184.5172119140625,57.599998474121094,57.599998474121094,750.0,760.0,760.0,1505.0,1080.0,1200.0,1394.8016357421875,2640.893310546875,2640.893310546875,693.0,215.39999389648438,215.39999389648438,770.5,235.1999969482422,235.1999969482422,680.0,77.3489990234375,460.8562316894531,354.2501220703125,5751.408203125,6023.6474609375,613.0,440.0,4760.0,860.31591796875,510.0,1439.151123046875,1479.6500244140625,2279.11328125,2640.893310546875,748.8040161132812
2013-11-16,1600.0,1600.0,1197.0,257.1000061035156,520.1392822265625,1180.7366943359375,68.30000305175781,68.30000305175781,750.0,850.0,850.0,1505.0,1720.0,1600.0,1395.0,2380.838623046875,2380.838623046875,693.0,293.0,293.0,770.5,418.3999938964844,418.3999938964844,680.0,83.40999603271484,360.10382080078125,353.80572509765625,6167.16552734375,6167.16552734375,613.0,1500.0,4760.0,854.7390747070312,600.0,2662.018310546875,1477.550048828125,2742.61865234375,2380.838623046875,750.0
2013-11-17,1680.0,1680.0,1197.0,341.70001220703125,391.4702453613281,1180.0,87.0,87.0,750.0,570.0,570.0,1505.0,1680.0,1680.0,1395.0,3564.102294921875,3564.102294921875,693.0,403.70001220703125,403.70001220703125,770.5,576.0999755859375,576.0999755859375,680.0,89.8969955444336,356.2049560546875,353.3219909667969,6251.75341796875,6251.75341796875,613.0,1510.0,4760.0,848.7666625976562,530.0,2510.362060546875,1475.4300537109375,3564.102294921875,3564.102294921875,750.0
2013-11-18,1850.0,1850.0,1197.0,623.5999755859375,623.5999755859375,1180.0,135.3000030517578,135.3000030517578,750.0,510.0,510.0,1505.0,1850.0,1850.0,1395.0,3475.2294921875,3475.2294921875,693.0,530.4000244140625,530.4000244140625,770.5,578.0,578.0,680.0,159.49400329589844,336.5807189941406,353.0,6340.51318359375,6340.51318359375,613.0,1420.0,4760.0,842.1576538085938,600.0,2577.937255859375,1473.3299560546875,3475.2294921875,3475.2294921875,750.0
2013-11-19,4190.0,4190.0,1197.0,1370.0999755859375,1000.0,1185.3131103515625,396.3999938964844,396.3999938964844,750.0,1650.0,1650.0,1505.0,4190.0,4190.0,1395.0,5613.3603515625,5613.3603515625,693.0,1730.800048828125,1500.0,771.3724975585938,1235.0,524.0,695.8579711914062,349.2090148925781,349.2090148925781,352.9985656738281,7335.8154296875,7335.8154296875,613.0,3890.0,5084.875,839.7465209960938,2110.0,4083.315185546875,1471.199951171875,5613.3603515625,5613.3603515625,750.0
2013-11-20,3780.0,3780.0,1197.0,1527.4000244140625,1034.102783203125,1191.8431396484375,618.7999877929688,500.0,750.7725830078125,2090.0,2090.0,1505.0,3780.0,3780.0,1395.0,8774.439453125,8749.478515625,693.0549926757812,2883.5,1624.6395263671875,775.90966796875,1979.0999755859375,2000.0,695.5263671875,451.3280029296875,451.108642578125,352.9975891113281,7404.06787109375,7404.06787109375,613.0,3080.0,4760.0,836.1551513671875,3300.0,4620.3955078125,1469.756103515625,9330.931640625,8774.439453125,751.6729736328125
2013-11-21,2730.0,2730.0,1197.0,701.2999877929688,816.6018676757812,1190.3648681640625,332.70001220703125,278.3027648925781,751.118896484375,1420.0,1420.0,1505.0,2730.0,2730.0,1395.0,8301.1005859375,8326.0615234375,693.0,1444.800048828125,1450.1229248046875,775.8907470703125,1136.800048828125,1800.7823486328125,681.1834106445312,371.0369873046875,370.6714172363281,352.9969482421875,6087.3310546875,6087.3310546875,613.0,2060.0,4760.0,829.6053466796875,1770.0,4026.408203125,1467.214111328125,7744.60791015625,8301.1005859375,750.0
2013-11-22,2240.0,2240.0,1197.0,478.29998779296875,645.2012329101562,1188.1785888671875,208.8000030517578,225.46852111816406,751.0169067382812,1050.0,1050.0,1505.0,2240.0,2240.0,1395.0,5992.57958984375,5992.57958984375,693.0,843.5,1097.4486083984375,774.986572265625,732.2000122070312,758.3176879882812,680.0,234.3260040283203,233.86300659179688,352.99652099609375,5959.95263671875,5959.95263671875,613.0,1550.0,4760.0,821.6466674804688,1260.0,3309.62744140625,1464.9000244140625,5992.57958984375,5992.57958984375,750.0
2013-11-23,1880.0,1880.0,1197.0,381.6000061035156,526.600830078125,1186.221923828125,149.39999389648438,187.01234436035156,750.7733154296875,840.0,840.0,1505.0,1880.0,1880.0,1395.0,5004.7236328125,5004.7236328125,693.0,547.2000122070312,837.9324340820312,773.9615478515625,544.0999755859375,544.0999755859375,680.0,171.81300354003906,171.2850799560547,352.9962158203125,5624.265625,5624.265625,613.0,1270.0,4760.0,811.376953125,1030.0,2909.547119140625,1462.760009765625,5004.7236328125,5004.7236328125,750.0
2013-11-24,1650.0,1650.0,1197.0,302.3999938964844,435.96722412109375,1184.375,119.80000305175781,156.27490234375,750.5361328125,740.0,740.0,1505.0,1650.0,1650.0,1395.0,4315.56787109375,4315.56787109375,693.0,392.1000061035156,657.6216430664062,773.0074462890625,428.5,428.5,680.0,137.89500427246094,137.3238067626953,352.99603271484375,5602.302734375,5602.302734375,613.0,1080.0,4760.0,796.4896240234375,860.0,2668.433349609375,1460.6500244140625,4315.56787109375,4315.56787109375,750.0
2013-11-25,1550.0,1550.0,1197.0,289.3999938964844,366.0781555175781,1183.2889404296875,110.0999984741211,131.41659545898438,750.3975219726562,620.0,620.0,1505.0,1550.0,1550.0,1395.0,4006.380126953125,4006.380126953125,693.0,318.8999938964844,525.2810668945312,772.2523803710938,351.70001220703125,351.70001220703125,680.0,126.8949966430664,126.29496002197266,352.99591064453125,4696.9912109375,4696.9912109375,613.0,1240.0,4061.239013671875,780.0,780.0,2557.1689453125,1458.550048828125,4006.380126953125,4006.380126953125,750.0
2013-11-26,1430.0,1430.0,1197.0,254.6999969482422,311.3520812988281,1182.476806640625,94.80000305175781,112.34439849853516,750.2833862304688,530.0,530.0,1505.0,1430.0,1430.0,1395.0,3731.850341796875,3731.850341796875,693.0,297.0,425.38739013671875,771.7780151367188,302.79998779296875,302.79998779296875,680.0,111.99500274658203,111.37574768066406,352.9958190917969,1669.090087890625,1669.090087890625,613.0,790.0,790.0,780.0,710.0,2454.495361328125,1456.449951171875,3731.850341796875,3731.850341796875,750.0
2013-11-27,1320.0,1320.0,1197.0,226.3000030517578,270.03472900390625,1181.845947265625,81.69999694824219,98.2962646484375,750.1754760742188,420.0,420.0,1505.0,1320.0,1320.0,1395.0,3508.587890625,3508.587890625,693.0,260.6000061035156,351.0582580566406,771.4401245117188,264.79998779296875,264.79998779296875,680.0,98.69300079345703,98.06094360351562,352.9957580566406,1245.2978515625,1245.2978515625,613.0,710.0,710.0,780.0,650.0,2354.4775390625,1454.3994140625,3508.587890625,3508.587890625,750.0
2013-11-28,1210.0,1210.0,1197.0,201.89999389648438,242.95648193359375,1181.2471923828125,74.19999694824219,86.93083953857422,750.0927124023438,450.0,450.0,1505.0,1210.0,1210.0,1395.0,3246.164306640625,3246.164306640625,693.0,225.60000610351562,294.17218017578125,771.1839599609375,231.8000030517578,231.8000030517578,680.0,91.68800354003906,91.04740905761719,352.9957275390625,1378.47998046875,1378.47998046875,613.0,670.0,670.0,780.0,610.0,2025.7962646484375,1452.665283203125,3246.164306640625,3246.164306640625,750.0
2013-11-29,1200.0,1200.0,1197.0,187.39999389648438,271.9046325683594,1180.0,70.19999694824219,84.45335388183594,750.0,420.0,420.0,1505.0,1180.0,1200.0,1394.9669189453125,2925.90478515625,2925.90478515625,693.0,202.39999389648438,270.21478271484375,770.92919921875,200.1999969482422,200.1999969482422,680.0,84.58000183105469,83.9337158203125,352.9956970214844,1088.6160888671875,1088.6160888671875,613.0,570.0,570.0,780.0,540.0,1747.814453125,1451.2095947265625,2925.90478515625,2925.90478515625,750.0
2013-11-30,1200.0,1200.0,1197.0,188.8000030517578,188.8000030517578,1180.0,64.19999694824219,64.19999694824219,750.0,410.0,410.0,1505.0,1120.0,1200.0,1394.834716796875,2485.635986328125,2485.635986328125,693.0,180.39999389648438,292.9212341308594,770.5,181.6999969482422,181.6999969482422,680.0,84.5719985961914,83.92192840576172,352.9956970214844,1155.0135498046875,1155.0135498046875,613.0,490.0,535.7449951171875,779.5463256835938,470.0,1514.472412109375,1449.9090576171875,2485.635986328125,2485.635986328125,750.0
2013-12-01,2470.0,2470.0,1197.0,727.4000244140625,727.4000244140625,1180.0,92.4000015258789,92.4000015258789,750.0,390.0,390.0,1505.0,2570.0,2470.0,1395.0,2460.451416015625,2460.451416015625,693.0,222.3000030517578,222.3000030517578,770.5,377.70001220703125,377.70001220703125,680.0,142.42800903320312,141.77540588378906,352.99639892578125,2378.571533203125,2378.571533203125,613.0,1690.0,1644.2550048828125,780.0,610.0,1306.0125732421875,1448.9893798828125,2460.451416015625,2460.451416015625,750.0
2013-12-02,5000.0,5000.0,1197.0,1645.4000244140625,1000.0,1189.0272216796875,213.8000030517578,213.8000030517578,750.0,1500.0,1500.0,1505.0,9310.0,5000.0,1402.4989013671875,3713.54638671875,3713.54638671875,693.0,671.5,671.5,770.5,1028.800048828125,524.0,692.476318359375,288.8420104980469,288.2986145019531,352.99688720703125,9389.3388671875,9328.4814453125,613.1340942382812,7860.0,5017.9716796875,796.5927124023438,1040.0,1158.5992431640625,1448.8424072265625,3713.54638671875,3713.54638671875,750.0
2013-12-03,5000.0,5000.0,1197.0,1148.5999755859375,924.8694458007812,1191.916015625,289.8999938964844,289.8999938964844,750.0,1210.0,1210.0,1505.0,4600.0,5000.0,1401.796142578125,3776.9814453125,3776.9814453125,693.0,1123.5999755859375,1123.5999755859375,770.5,1281.9000244140625,1740.5679931640625,682.00927734375,329.3559875488281,328.8853759765625,352.9972229003906,7759.2255859375,7820.08251953125,613.0,3620.0,4814.875,790.667724609375,1070.0,1118.2489013671875,1448.7825927734375,3776.9814453125,3776.9814453125,750.0
2013-12-04,5000.0,5000.0,1197.0,568.7000122070312,723.3463134765625,1189.9287109375,189.10000610351562,189.10000610351562,750.0,890.0,890.0,1505.0,3140.0,5000.0,1398.638427734375,3135.70263671875,3135.70263671875,693.0,634.2000122070312,634.2000122070312,770.5,745.0,791.132080078125,680.0,268.4590148925781,268.0368957519531,352.9974365234375,5675.4951171875,5675.4951171875,613.0,2310.0,3957.1533203125,780.0,850.0,995.499267578125,1448.6021728515625,3135.70263671875,3135.70263671875,750.0
2013-12-05,4540.0,4540.0,1197.0,386.70001220703125,573.4641723632812,1187.46435546875,146.5,146.5,750.0,780.0,780.0,1505.0,2490.0,4540.0,1395.0,2533.873291015625,2533.873291015625,693.0,459.8999938964844,459.8999938964844,770.5,552.0,552.0,680.0,209.35400390625,208.9642333984375,352.99755859375,3322.38330078125,3322.38330078125,613.0,1640.0,1640.0,780.0,730.0,880.3328247070312,1448.4158935546875,2533.873291015625,2533.873291015625,750.0
2013-12-06,2100.0,2100.0,1197.0,320.29998779296875,452.6427917480469,1185.6612548828125,128.60000610351562,128.60000610351562,750.0,710.0,710.0,1505.0,2100.0,2100.0,1395.0,2273.00390625,2273.00390625,693.0,393.3999938964844,393.3999938964844,770.5,458.6000061035156,458.6000061035156,680.0,178.2449951171875,177.8767852783203,352.9976501464844,2489.996826171875,2489.996826171875,613.0,1420.0,1420.0,780.0,750.0,783.5552368164062,1448.374267578125,2273.00390625,2273.00390625,750.0
2013-12-07,1880.0,1880.0,1197.0,273.70001220703125,373.1285400390625,1184.28173828125,101.0,101.0,750.0,660.0,660.0,1505.0,1880.0,1880.0,1395.0,2121.66845703125,2121.66845703125,693.0,327.79998779296875,327.79998779296875,770.5,622.7000122070312,622.7000122070312,680.0,150.04100036621094,149.68714904785156,352.9977111816406,2318.638916015625,2318.638916015625,613.0,1160.0,1160.0,780.0,650.0,712.3701171875,1448.2969970703125,2121.66845703125,2121.66845703125,750.0
