DATE,DET,GPR,FOS,CGR,BLU,FAL,HCR,LOP,DOR,FRN,COT
26Aug2025  0800,1563.5,1010.0,637.00,1690.0,1350.0,830.00,1541.0,926.00,832.00,373.50,790.00
27Aug2025  0800,1563.5,1010.0,637.00,1690.0,1350.0,830.00,1541.0,926.00,832.00,373.50,790.00
28Aug2025  0800,1563.5,1010.0,637.00,1690.0,1350.0,830.00,1541.0,926.00,832.00,373.50,790.00
29Aug2025  0800,1563.5,1010.0,637.00,1690.0,1350.0,830.00,1541.0,926.00,832.00,373.50,790.00
30Aug2025  0800,1563.5,1010.0,637.00,1690.0,1350.0,830.00,1541.0,926.00,832.00,373.50,790.00
31Aug2025  0800,1563.5,1010.0,637.00,1690.0,1350.0,830.00,1541.0,926.00,832.00,373.50,790.00
01Sep2025  0800,1563.5,1010.0,637.00,1690.0,1350.0,830.00,1541.0,926.00,832.00,373.50,790.00
02Sep2025  0800,1562.7,1009.3,637.00,1688.7,1348.8,829.21,1540.3,925.23,831.41,373.50,789.58
03Sep2025  0800,1561.9,1008.7,637.00,1687.5,1347.7,828.41,1539.5,924.46,830.82,373.50,789.16
04Sep2025  0800,1561.1,1008.0,637.00,1686.2,1346.7,827.61,1538.8,923.69,830.22,373.50,788.74
05Sep2025  0800,1560.3,1007.4,637.00,1685.0,1345.5,826.80,1538.1,922.92,829.63,373.50,788.31
06Sep2025  0800,1559.4,1006.8,637.00,1683.7,1344.4,825.99,1537.3,922.14,829.04,373.50,787.89
07Sep2025  0800,1558.6,1006.1,637.00,1682.4,1343.2,825.18,1536.6,921.36,828.42,373.50,787.45
08Sep2025  0800,1557.8,1005.5,637.00,1681.1,1342.0,824.35,1535.9,920.58,827.79,373.50,787.02
09Sep2025  0800,1556.9,1004.8,637.00,1679.9,1340.9,823.53,1535.2,919.79,827.16,373.50,786.58
10Sep2025  0800,1556.1,1004.1,637.00,1678.5,1339.7,822.69,1534.4,919.00,826.51,373.50,786.13
11Sep2025  0800,1555.3,1003.5,637.00,1677.2,1338.5,821.85,1533.7,918.21,825.84,373.50,785.69
12Sep2025  0800,1554.4,1002.8,637.00,1675.9,1337.3,821.01,1533.0,917.41,825.17,373.50,785.23
13Sep2025  0800,1553.5,1002.2,637.00,1674.6,1336.2,820.15,1532.2,916.62,824.51,373.50,784.78
14Sep2025  0800,1552.7,1001.5,637.00,1673.3,1334.9,819.30,1531.5,915.82,823.84,373.50,784.32
15Sep2025  0800,1551.8,1000.8,637.00,1671.9,1333.7,818.43,1530.8,915.01,823.18,373.50,783.86
16Sep2025  0800,1550.9,1000.2,637.00,1670.6,1332.5,817.56,1530.0,914.21,822.48,373.50,783.39
17Sep2025  0800,1550.1,999.5,637.00,1669.3,1331.3,816.68,1529.3,913.40,821.77,373.50,782.92
18Sep2025  0800,1549.2,998.8,637.00,1667.9,1330.0,815.79,1528.6,912.59,821.06,373.50,782.44
19Sep2025  0800,1548.3,998.1,637.00,1666.5,1328.7,814.90,1527.9,911.78,820.30,373.50,781.96
20Sep2025  0800,1547.4,997.5,637.00,1665.2,1327.5,813.99,1527.1,910.96,819.54,373.50,781.47
21Sep2025  0800,1546.5,996.8,637.00,1663.8,1326.2,813.08,1526.4,910.14,818.78,373.31,780.98
22Sep2025  0800,1545.6,996.1,637.00,1662.4,1324.9,812.16,1525.7,909.32,818.02,373.11,780.49
23Sep2025  0800,1544.6,995.4,637.00,1661.1,1323.6,811.23,1525.1,908.49,817.26,372.91,779.99
24Sep2025  0800,1543.7,994.7,637.00,1659.7,1322.2,810.29,1524.2,907.66,816.49,372.72,779.48
25Sep2025  0800,1542.8,994.0,637.00,1658.2,1320.9,809.33,1523.4,906.83,815.71,372.52,778.97
26Sep2025  0800,1541.9,993.3,637.00,1656.9,1319.5,808.37,1522.7,906.00,814.89,372.32,778.45
27Sep2025  0800,1540.9,992.7,637.00,1655.4,1318.2,807.39,1522.0,905.16,814.07,372.11,777.92
28Sep2025  0800,1540.0,992.0,637.00,1654.0,1316.8,806.40,1521.2,904.31,813.19,371.91,777.39
29Sep2025  0800,1539.0,991.3,637.00,1652.6,1315.4,805.40,1520.5,903.47,812.36,371.70,776.85
30Sep2025  0800,1538.1,990.6,637.00,1651.1,1313.9,804.39,1519.8,902.62,811.50,371.50,776.30
01Oct2025  0800,1537.1,989.9,637.00,1649.7,1312.6,803.37,1519.0,901.76,810.61,371.29,775.74
02Oct2025  0800,1536.1,989.1,636.55,1648.2,1311.1,802.33,1518.2,900.91,809.72,371.08,775.18
03Oct2025  0800,1535.1,988.4,636.10,1646.7,1309.6,801.28,1517.4,900.04,808.82,370.86,774.61
04Oct2025  0800,1534.2,987.7,635.65,1645.3,1308.1,800.22,1516.6,899.18,807.86,370.65,774.03
05Oct2025  0800,1533.2,987.0,635.20,1643.8,1306.9,799.14,1515.8,898.31,806.97,370.44,773.43
06Oct2025  0800,1532.2,986.3,634.73,1642.3,1305.2,798.05,1515.0,897.43,806.00,370.22,772.83
07Oct2025  0800,1531.2,985.6,634.24,1640.8,1303.6,796.95,1514.2,896.55,805.04,370.00,772.22
08Oct2025  0800,1530.2,984.9,633.77,1639.3,1302.1,795.83,1513.4,895.67,804.07,369.78,771.59
09Oct2025  0800,1529.1,984.1,633.32,1637.7,1300.5,794.70,1512.5,894.78,803.01,369.55,770.95
10Oct2025  0800,1528.1,983.4,632.86,1636.1,1298.9,793.54,1511.7,893.89,802.04,369.33,770.30
11Oct2025  0800,1527.1,982.7,632.37,1634.6,1297.2,792.37,1510.9,893.00,800.98,369.10,769.63
12Oct2025  0800,1526.0,981.9,631.88,1633.0,1295.6,791.19,1510.1,892.10,799.91,368.87,768.96
13Oct2025  0800,1525.0,981.2,631.39,1631.5,1293.9,789.98,1509.3,891.19,798.85,368.64,768.26
14Oct2025  0800,1524.0,980.5,630.90,1629.9,1292.2,788.76,1508.5,890.29,797.76,368.41,767.55
15Oct2025  0800,1522.9,979.7,630.41,1628.3,1290.4,787.52,1507.7,889.37,796.57,368.16,766.83
16Oct2025  0800,1521.8,979.0,629.92,1626.7,1288.6,786.25,1506.9,888.46,795.39,367.92,766.09
17Oct2025  0800,1520.8,978.2,629.43,1625.1,1286.7,784.96,1506.1,887.54,794.20,367.67,765.34
18Oct2025  0800,1519.7,977.5,628.94,1623.4,1284.8,783.64,1505.3,886.61,793.02,367.41,764.57
19Oct2025  0800,1518.6,976.7,628.45,1621.8,1282.9,782.30,1504.4,885.69,791.69,367.15,763.78
20Oct2025  0800,1517.5,976.0,627.96,1620.1,1280.8,780.93,1503.6,884.75,790.36,366.88,762.97
21Oct2025  0800,1516.4,975.2,627.47,1618.4,1278.9,779.53,1502.8,883.81,789.03,366.61,762.14
22Oct2025  0800,1515.3,974.4,626.98,1616.7,1276.6,778.10,1502.0,882.87,787.65,366.33,761.28
23Oct2025  0800,1514.2,973.7,626.44,1615.1,1274.6,776.65,1501.2,881.91,786.13,366.04,760.40
24Oct2025  0800,1513.0,972.9,625.91,1613.4,1272.3,775.16,1500.4,880.95,784.61,365.75,759.49
25Oct2025  0800,1511.9,972.2,625.42,1611.6,1270.0,773.64,1499.5,879.98,783.08,365.45,758.54
26Oct2025  0800,1510.8,971.4,624.92,1609.9,1267.5,772.09,1498.6,879.00,781.49,365.14,757.55
27Oct2025  0800,1509.6,970.6,624.38,1608.1,1265.1,770.50,1497.7,878.01,779.88,364.82,756.49
28Oct2025  0800,1508.5,969.8,623.84,1606.4,1262.5,768.88,1496.8,877.02,778.10,364.49,755.37
29Oct2025  0800,1507.3,969.0,623.30,1604.6,1259.7,767.23,1495.9,876.02,776.33,364.15,754.18
30Oct2025  0800,1506.1,968.3,622.77,1602.8,1256.8,765.55,1495.0,875.00,774.46,363.80,752.90
31Oct2025  0800,1505.0,967.5,622.23,1600.9,1254.0,763.82,1494.1,873.99,772.53,363.43,751.51
01Nov2025  0800,1503.8,966.7,621.69,1599.1,1250.8,762.06,1493.2,872.96,770.50,363.05,750.00
02Nov2025  0800,1502.6,965.9,621.15,1597.2,1247.7,760.24,1492.3,871.92,770.50,362.65,750.00
03Nov2025  0800,1501.4,965.1,620.57,1595.4,1244.3,758.38,1491.4,870.88,770.50,362.22,750.00
04Nov2025  0800,1500.1,964.3,619.97,1593.5,1240.8,756.47,1490.5,869.83,770.50,361.79,750.00
05Nov2025  0800,1498.9,963.5,619.43,1591.6,1237.4,754.50,1489.6,868.77,770.50,361.33,750.00
06Nov2025  0800,1497.7,962.7,618.88,1589.6,1233.6,752.48,1488.7,867.71,770.50,360.86,750.00
07Nov2025  0800,1496.4,961.9,618.28,1587.7,1229.4,750.40,1487.8,866.63,770.50,360.36,750.00
08Nov2025  0800,1495.2,961.0,617.71,1585.6,1225.3,748.26,1486.9,865.55,770.50,359.83,750.00
09Nov2025  0800,1493.9,960.2,617.17,1583.6,1220.9,746.05,1486.0,864.46,770.50,359.26,750.00
10Nov2025  0800,1492.6,959.4,616.59,1581.6,1216.1,743.76,1485.1,863.36,770.50,358.66,750.00
11Nov2025  0800,1491.4,958.6,616.00,1579.6,1211.4,741.41,1484.2,862.25,770.50,358.00,750.00
12Nov2025  0800,1490.1,957.7,615.40,1577.5,1206.2,738.99,1483.3,861.13,770.50,357.27,750.00
13Nov2025  0800,1488.8,956.9,614.80,1575.5,1200.6,736.46,1482.4,860.00,770.50,356.47,750.00
14Nov2025  0800,1487.4,956.0,614.20,1573.3,1194.4,733.80,1481.5,858.86,770.50,355.55,750.00
15Nov2025  0800,1486.1,955.2,613.60,1571.2,1187.7,730.99,1480.6,857.71,770.50,354.44,750.00
16Nov2025  0800,1484.8,954.3,613.00,1568.9,1180.0,728.00,1479.6,856.54,770.50,353.00,750.00
17Nov2025  0800,1482.7,952.4,613.00,1566.7,1180.0,728.00,1477.5,854.69,770.50,353.00,750.00
18Nov2025  0800,1480.6,950.5,613.00,1564.5,1180.0,728.00,1475.4,852.81,770.50,353.00,750.00
19Nov2025  0800,1478.5,948.5,613.00,1562.2,1180.0,728.00,1473.3,850.90,770.50,353.00,750.00
20Nov2025  0800,1476.3,946.5,613.00,1559.9,1180.0,728.00,1471.2,848.96,770.50,353.00,750.00
21Nov2025  0800,1474.1,944.4,613.00,1557.6,1180.0,728.00,1469.1,846.98,770.50,353.00,750.00
22Nov2025  0800,1471.9,942.4,613.00,1555.3,1180.0,728.00,1467.0,844.98,770.50,353.00,750.00
23Nov2025  0800,1469.6,940.3,613.00,1552.8,1180.0,728.00,1464.9,842.94,770.50,353.00,750.00
24Nov2025  0800,1467.3,938.1,613.00,1550.4,1180.0,728.00,1462.8,840.86,770.50,353.00,750.00
25Nov2025  0800,1465.0,936.0,613.00,1547.9,1180.0,728.00,1460.6,838.73,770.50,353.00,750.00
26Nov2025  0800,1462.6,933.8,613.00,1545.4,1180.0,728.00,1458.5,836.57,770.50,353.00,750.00
27Nov2025  0800,1460.2,931.5,613.00,1542.9,1180.0,728.00,1456.5,834.36,770.50,353.00,750.00
28Nov2025  0800,1457.7,929.2,613.00,1540.3,1180.0,728.00,1454.3,832.10,770.50,353.00,750.00
29Nov2025  0800,1455.2,926.9,613.00,1537.5,1180.0,728.00,1452.2,829.80,770.50,353.00,750.00
30Nov2025  0800,1452.6,924.5,613.00,1534.8,1180.0,728.00,1450.1,827.45,770.50,353.00,750.00
01Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
02Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
03Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
04Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
05Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
06Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
07Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
08Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
09Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
10Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
11Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
12Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
13Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
14Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
15Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
16Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
17Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
18Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
19Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
20Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
21Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
22Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
23Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
24Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
25Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
26Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
27Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
28Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
29Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
30Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
31Dec2025  0800,1450.0,922.0,613.00,1532.0,1180.0,728.00,1448.0,825.00,770.50,353.00,750.00
